Year,Value
2006,0.314595
2007,0.904455
2008,2.249222
2009,3.194815
2010,3.348052
2011,4.122601
2012,3.85286
2013,3.465937
2014,3.176387
2015,3.375252
2016,3.474627
2017,3.020293
2018,3.033582
2019,9.623614
2020,7.951582
2021,8.882882
2022,10.428142
2023,12.642797
