Year,Value
2007,0.089219
2008,0.06383
2009,0.079787
2010,0.06857100000000001
2011,0.060240999999999996
2012,0.048193
2013,0.068493
2014,0.061224
2015,0.078571
2016,0.078125
2017,0.07200000000000001
2018,0.07200000000000001
