Year,Reference area,Sex,GeoCode,Value
2007,,,,21.062709
2008,,,,19.633713
2009,,,,18.141025
2010,,,,16.397145
2011,,,,15.346363
2012,,,,14.627093
2013,,,,14.891975
2014,,,,15.641512
2015,,,,13.997993
2016,,,,12.670713
2017,,,,11.795339
2018,,,,11.989553
2019,,,,11.793595
2020,,,,11.7
2021,,,,11.9
2010,,Male,,18.289259
2011,,Male,,16.768074
2012,,Male,,16.123559
2013,,Male,,16.540714
2014,,Male,,16.894648
2015,,Male,,15.428234
2016,,Male,,13.418192
2017,,Male,,13.094077
2018,,Male,,13.215508
2019,,Male,,12.876697
2020,,Male,,12.5
2021,,Male,,13.1
2010,,Female,,14.412899
2011,,Female,,13.848667
2012,,Female,,13.046652
2013,,Female,,13.148844
2014,,Female,,14.310655
2015,,Female,,12.461613
2016,,Female,,11.881394
2017,,Female,,10.42155
2018,,Female,,10.694288
2019,,Female,,10.658766
2020,,Female,,11.0
2021,,Female,,10.6
2007,Batken,,KG05,20.020582
2008,Batken,,KG05,20.371252
2009,Batken,,KG05,17.752959
2010,Batken,,KG05,17.905103
2011,Batken,,KG05,15.911964
2012,Batken,,KG05,13.333333
2013,Batken,,KG05,13.29229
2014,Batken,,KG05,12.498302
2015,Batken,,KG05,11.21983
2016,Batken,,KG05,10.61082
2017,Batken,,KG05,10.611457
2018,Batken,,KG05,9.340142
2019,Batken,,KG05,10.465116
2020,Batken,,KG05,11.1
2021,Batken,,KG05,11.0
2010,Batken,Male,KG05,19.501466
2011,Batken,Male,KG05,16.975975
2012,Batken,Male,KG05,15.115129
2013,Batken,Male,KG05,15.365952
2014,Batken,Male,KG05,14.723281
2015,Batken,Male,KG05,12.076991
2016,Batken,Male,KG05,10.410959
2017,Batken,Male,KG05,11.74594
2018,Batken,Male,KG05,10.39501
2019,Batken,Male,KG05,10.332951
2020,Batken,Male,KG05,11.9
2021,Batken,Male,KG05,10.0
2010,Batken,Female,KG05,16.251519
2011,Batken,Female,KG05,14.773777
2012,Batken,Female,KG05,11.456628
2013,Batken,Female,KG05,11.054545
2014,Batken,Female,KG05,10.119466
2015,Batken,Female,KG05,10.296708
2016,Batken,Female,KG05,10.818505
2017,Batken,Female,KG05,9.422492
2018,Batken,Female,KG05,8.210409
2019,Batken,Female,KG05,10.600707
2020,Batken,Female,KG05,10.2
2021,Batken,Female,KG05,12.0
2007,Jalal-Abad,,KG03,17.491993
2008,Jalal-Abad,,KG03,13.828495
2009,Jalal-Abad,,KG03,13.109231
2010,Jalal-Abad,,KG03,11.41671
2011,Jalal-Abad,,KG03,11.64604
2012,Jalal-Abad,,KG03,11.539979
2013,Jalal-Abad,,KG03,13.183481
2014,Jalal-Abad,,KG03,14.415326
2015,Jalal-Abad,,KG03,12.659814
2016,Jalal-Abad,,KG03,11.493097
2017,Jalal-Abad,,KG03,9.918574
2018,Jalal-Abad,,KG03,10.180384
2019,Jalal-Abad,,KG03,9.519085
2020,Jalal-Abad,,KG03,8.7
2021,Jalal-Abad,,KG03,10.2
2010,Jalal-Abad,Male,KG03,12.663344
2011,Jalal-Abad,Male,KG03,13.039247
2012,Jalal-Abad,Male,KG03,13.211904
2013,Jalal-Abad,Male,KG03,13.028055
2014,Jalal-Abad,Male,KG03,15.585048
2015,Jalal-Abad,Male,KG03,13.350171
2016,Jalal-Abad,Male,KG03,11.935821
2017,Jalal-Abad,Male,KG03,10.46746
2018,Jalal-Abad,Male,KG03,10.487775
2019,Jalal-Abad,Male,KG03,9.921735
2020,Jalal-Abad,Male,KG03,8.8
2021,Jalal-Abad,Male,KG03,10.5
2010,Jalal-Abad,Female,KG03,10.100292
2011,Jalal-Abad,Female,KG03,10.187449
2012,Jalal-Abad,Female,KG03,9.781436
2013,Jalal-Abad,Female,KG03,13.345915
2014,Jalal-Abad,Female,KG03,13.151838
2015,Jalal-Abad,Female,KG03,11.908657
2016,Jalal-Abad,Female,KG03,11.025358
2017,Jalal-Abad,Female,KG03,9.334808
2018,Jalal-Abad,Female,KG03,9.85704
2019,Jalal-Abad,Female,KG03,9.111333
2020,Jalal-Abad,Female,KG03,8.6
2021,Jalal-Abad,Female,KG03,10.0
2007,Issyk-Kul,,KG02,17.433752
2008,Issyk-Kul,,KG02,18.44146
2009,Issyk-Kul,,KG02,16.389014
2010,Issyk-Kul,,KG02,15.933099
2011,Issyk-Kul,,KG02,16.267429
2012,Issyk-Kul,,KG02,14.75265
2013,Issyk-Kul,,KG02,11.261052
2014,Issyk-Kul,,KG02,9.306183
2015,Issyk-Kul,,KG02,12.182109
2016,Issyk-Kul,,KG02,8.420139
2017,Issyk-Kul,,KG02,9.423503
2018,Issyk-Kul,,KG02,8.450454
2019,Issyk-Kul,,KG02,11.651037
2020,Issyk-Kul,,KG02,9.7
2021,Issyk-Kul,,KG02,19.4
2010,Issyk-Kul,Male,KG02,19.343696
2011,Issyk-Kul,Male,KG02,19.60438
2012,Issyk-Kul,Male,KG02,15.392688
2013,Issyk-Kul,Male,KG02,11.231884
2014,Issyk-Kul,Male,KG02,10.857763
2015,Issyk-Kul,Male,KG02,13.852814
2016,Issyk-Kul,Male,KG02,7.378174
2017,Issyk-Kul,Male,KG02,11.222164
2018,Issyk-Kul,Male,KG02,8.912967
2019,Issyk-Kul,Male,KG02,13.681138
2020,Issyk-Kul,Male,KG02,10.5
2021,Issyk-Kul,Male,KG02,22.3
2010,Issyk-Kul,Female,KG02,12.387792
2011,Issyk-Kul,Female,KG02,12.848353
2012,Issyk-Kul,Female,KG02,14.09959
2013,Issyk-Kul,Female,KG02,11.291866
2014,Issyk-Kul,Female,KG02,7.69664
2015,Issyk-Kul,Female,KG02,10.418571
2016,Issyk-Kul,Female,KG02,9.486999
2017,Issyk-Kul,Female,KG02,7.420426
2018,Issyk-Kul,Female,KG02,7.971014
2019,Issyk-Kul,Female,KG02,9.458128
2020,Issyk-Kul,Female,KG02,8.7
2021,Issyk-Kul,Female,KG02,16.4
2007,Naryn,,KG04,17.912773
2008,Naryn,,KG04,16.943931
2009,Naryn,,KG04,14.464366
2010,Naryn,,KG04,12.251149
2011,Naryn,,KG04,10.273497
2012,Naryn,,KG04,12.369975
2013,Naryn,,KG04,11.58413
2014,Naryn,,KG04,12.209828
2015,Naryn,,KG04,8.72093
2016,Naryn,,KG04,11.227763
2017,Naryn,,KG04,9.984399
2018,Naryn,,KG04,8.154636
2019,Naryn,,KG04,6.629102
2020,Naryn,,KG04,9.6
2021,Naryn,,KG04,9.4
2010,Naryn,Male,KG04,12.803051
2011,Naryn,Male,KG04,12.9835
2012,Naryn,Male,KG04,13.358779
2013,Naryn,Male,KG04,12.704687
2014,Naryn,Male,KG04,12.24246
2015,Naryn,Male,KG04,11.589896
2016,Naryn,Male,KG04,11.428571
2017,Naryn,Male,KG04,12.080942
2018,Naryn,Male,KG04,8.316008
2019,Naryn,Male,KG04,7.545932
2020,Naryn,Male,KG04,10.7
2021,Naryn,Male,KG04,11.4
2010,Naryn,Female,KG04,11.67426
2011,Naryn,Female,KG04,7.415859
2012,Naryn,Female,KG04,11.31747
2013,Naryn,Female,KG04,10.404281
2014,Naryn,Female,KG04,12.17656
2015,Naryn,Female,KG04,5.676443
2016,Naryn,Female,KG04,11.018463
2017,Naryn,Female,KG04,7.744434
2018,Naryn,Female,KG04,7.987711
2019,Naryn,Female,KG04,5.693235
2020,Naryn,Female,KG04,8.6
2021,Naryn,Female,KG04,7.3
2007,Osh,,KG06,12.608002
2008,Osh,,KG06,13.417951
2009,Osh,,KG06,10.630954
2010,Osh,,KG06,10.695524
2011,Osh,,KG06,8.214286
2012,Osh,,KG06,6.444122
2013,Osh,,KG06,5.10597
2014,Osh,,KG06,5.045162
2015,Osh,,KG06,4.312545
2016,Osh,,KG06,3.485959
2017,Osh,,KG06,3.098263
2018,Osh,,KG06,3.362699
2019,Osh,,KG06,2.83246
2020,Osh,,KG06,3.9
2021,Osh,,KG06,3.1
2010,Osh,Male,KG06,12.92517
2011,Osh,Male,KG06,9.329007
2012,Osh,Male,KG06,7.033536
2013,Osh,Male,KG06,5.511636
2014,Osh,Male,KG06,5.445414
2015,Osh,Male,KG06,5.105872
2016,Osh,Male,KG06,3.85274
2017,Osh,Male,KG06,3.450003
2018,Osh,Male,KG06,4.054054
2019,Osh,Male,KG06,3.411467
2020,Osh,Male,KG06,4.1
2021,Osh,Male,KG06,2.9
2010,Osh,Female,KG06,8.387221
2011,Osh,Female,KG06,7.037082
2012,Osh,Female,KG06,5.816045
2013,Osh,Female,KG06,4.679731
2014,Osh,Female,KG06,4.62344
2015,Osh,Female,KG06,3.487585
2016,Osh,Female,KG06,3.093315
2017,Osh,Female,KG06,2.73097
2018,Osh,Female,KG06,2.631127
2019,Osh,Female,KG06,2.218201
2020,Osh,Female,KG06,3.6
2021,Osh,Female,KG06,3.4
2007,Talas,,KG07,28.86102
2008,Talas,,KG07,24.548244
2009,Talas,,KG07,25.589948
2010,Talas,,KG07,19.147084
2011,Talas,,KG07,16.905249
2012,Talas,,KG07,15.341309
2013,Talas,,KG07,19.851852
2014,Talas,,KG07,16.656752
2015,Talas,,KG07,12.700333
2016,Talas,,KG07,12.33604
2017,Talas,,KG07,12.267905
2018,Talas,,KG07,16.684859
2019,Talas,,KG07,14.816048
2020,Talas,,KG07,20.6
2021,Talas,,KG07,15.0
2010,Talas,Male,KG07,22.151899
2011,Talas,Male,KG07,19.295958
2012,Talas,Male,KG07,17.127072
2013,Talas,Male,KG07,23.941606
2014,Talas,Male,KG07,19.312695
2015,Talas,Male,KG07,17.266608
2016,Talas,Male,KG07,11.342735
2017,Talas,Male,KG07,12.442698
2018,Talas,Male,KG07,19.476567
2019,Talas,Male,KG07,14.964216
2020,Talas,Male,KG07,23.6
2021,Talas,Male,KG07,17.3
2010,Talas,Female,KG07,16.091281
2011,Talas,Female,KG07,14.285714
2012,Talas,Female,KG07,13.48637
2013,Talas,Female,KG07,15.639098
2014,Talas,Female,KG07,13.737121
2015,Talas,Female,KG07,7.819831
2016,Talas,Female,KG07,13.367282
2017,Talas,Female,KG07,12.08865
2018,Talas,Female,KG07,13.751199
2019,Talas,Female,KG07,14.660757
2020,Talas,Female,KG07,17.5
2021,Talas,Female,KG07,12.7
2007,Chui,,KG08,21.918468
2008,Chui,,KG08,19.965577
2009,Chui,,KG08,18.539076
2010,Chui,,KG08,16.0724
2011,Chui,,KG08,15.37476
2012,Chui,,KG08,14.294878
2013,Chui,,KG08,14.537283
2014,Chui,,KG08,13.354037
2015,Chui,,KG08,12.614628
2016,Chui,,KG08,10.407594
2017,Chui,,KG08,6.655345
2018,Chui,,KG08,6.802173
2019,Chui,,KG08,7.596376
2020,Chui,,KG08,6.9
2021,Chui,,KG08,7.9
2010,Chui,Male,KG08,18.399617
2011,Chui,Male,KG08,14.611961
2012,Chui,Male,KG08,16.048502
2013,Chui,Male,KG08,16.233478
2014,Chui,Male,KG08,13.941808
2015,Chui,Male,KG08,14.593527
2016,Chui,Male,KG08,11.048785
2017,Chui,Male,KG08,6.805767
2018,Chui,Male,KG08,7.498619
2019,Chui,Male,KG08,8.222644
2020,Chui,Male,KG08,7.8
2021,Chui,Male,KG08,8.4
2010,Chui,Female,KG08,13.590844
2011,Chui,Female,KG08,16.166282
2012,Chui,Female,KG08,12.441093
2013,Chui,Female,KG08,12.721922
2014,Chui,Female,KG08,12.736536
2015,Chui,Female,KG08,10.461424
2016,Chui,Female,KG08,9.733881
2017,Chui,Female,KG08,6.497175
2018,Chui,Female,KG08,6.07753
2019,Chui,Female,KG08,6.934581
2020,Chui,Female,KG08,5.9
2021,Chui,Female,KG08,7.4
2007,Bishkek (city),,KG11,31.519613
2008,Bishkek (city),,KG11,29.87456
2009,Bishkek (city),,KG11,27.261589
2010,Bishkek (city),,KG11,25.128553
2011,Bishkek (city),,KG11,24.125336
2012,Bishkek (city),,KG11,21.38653
2013,Bishkek (city),,KG11,22.854904
2014,Bishkek (city),,KG11,25.985737
2015,Bishkek (city),,KG11,23.028611
2016,Bishkek (city),,KG11,22.846558
2017,Bishkek (city),,KG11,23.162225
2018,Bishkek (city),,KG11,22.937931
2019,Bishkek (city),,KG11,19.881857
2020,Bishkek (city),,KG11,19.0
2021,Bishkek (city),,KG11,15.2
2010,Bishkek (city),Male,KG11,25.657957
2011,Bishkek (city),Male,KG11,25.966748
2012,Bishkek (city),Male,KG11,22.187282
2013,Bishkek (city),Male,KG11,26.051422
2014,Bishkek (city),Male,KG11,27.557179
2015,Bishkek (city),Male,KG11,24.599019
2016,Bishkek (city),Male,KG11,25.32512
2017,Bishkek (city),Male,KG11,25.975162
2018,Bishkek (city),Male,KG11,25.001746
2019,Bishkek (city),Male,KG11,21.589794
2020,Bishkek (city),Male,KG11,19.7
2021,Bishkek (city),Male,KG11,17.6
2010,Bishkek (city),Female,KG11,24.568062
2011,Bishkek (city),Female,KG11,22.173827
2012,Bishkek (city),Female,KG11,20.53844
2013,Bishkek (city),Female,KG11,19.510022
2014,Bishkek (city),Female,KG11,24.309673
2015,Bishkek (city),Female,KG11,21.294172
2016,Bishkek (city),Female,KG11,20.209376
2017,Bishkek (city),Female,KG11,20.219579
2018,Bishkek (city),Female,KG11,20.73389
2019,Bishkek (city),Female,KG11,18.061367
2020,Bishkek (city),Female,KG11,18.4
