Year,Reference area,Sex,GeoCode,Value
2021,Bishkek (city),Female,KG11,12.6
2007,Osh (city),,KG21,49.506943
2008,Osh (city),,KG21,42.992096
2009,Osh (city),,KG21,49.784765
2010,Osh (city),,KG21,42.06501
2011,Osh (city),,KG21,46.632124
2012,Osh (city),,KG21,53.846154
2013,Osh (city),,KG21,55.639098
2014,Osh (city),,KG21,63.961301
2015,Osh (city),,KG21,61.963775
2016,Osh (city),,KG21,50.222162
2017,Osh (city),,KG21,46.864858
2018,Osh (city),,KG21,34.244293
2019,Osh (city),,KG21,32.995297
2020,Osh (city),,KG21,32.9
2021,Osh (city),,KG21,27.9
2010,Osh (city),Male,KG21,46.169287
2011,Osh (city),Male,KG21,50.086356
2012,Osh (city),Male,KG21,61.253973
2013,Osh (city),Male,KG21,64.835787
2014,Osh (city),Male,KG21,67.427386
2015,Osh (city),Male,KG21,62.759336
2016,Osh (city),Male,KG21,55.052985
2017,Osh (city),Male,KG21,53.08642
2018,Osh (city),Male,KG21,38.695235
2019,Osh (city),Male,KG21,37.349742
2020,Osh (city),Male,KG21,35.5
2021,Osh (city),Male,KG21,32.7
2010,Osh (city),Female,KG21,37.626628
2011,Osh (city),Female,KG21,42.931162
2012,Osh (city),Female,KG21,45.755759
2013,Osh (city),Female,KG21,45.221296
2014,Osh (city),Female,KG21,60.234244
2015,Osh (city),Female,KG21,61.084026
2016,Osh (city),Female,KG21,44.969084
2017,Osh (city),Female,KG21,39.96715
2018,Osh (city),Female,KG21,29.401531
2019,Osh (city),Female,KG21,28.398792
2020,Osh (city),Female,KG21,30.2
2021,Osh (city),Female,KG21,22.8
