Year,Series,Value
2013,_L_KG_080301_21,2.3
2014,_L_KG_080301_21,2.3
2015,_L_KG_080301_21,2.2
2016,_L_KG_080301_21,2.2
2017,_L_KG_080301_21,2.3
2018,_L_KG_080301_21,2.2
2019,_L_KG_080301_21,3.0
2013,_L_KG_080301_22,1.6
2014,_L_KG_080301_22,1.6
2015,_L_KG_080301_22,1.5
2016,_L_KG_080301_22,1.5
2017,_L_KG_080301_22,1.5
2018,_L_KG_080301_22,1.4
2019,_L_KG_080301_22,1.4
