Value,Disaggregation combinations using this value,Number of indicators
CL_OCCUPATION.ISCO08_221,1,1
CL_OCCUPATION.ISCO08_2261,1,1
CL_OCCUPATION.ISCO08_2262,1,1
CL_OCCUPATION.ISCO88_223,1,1
