Year,Value,SERIES
2018,36.365133,_L_KG_020401_1A
2019,35.390811,_L_KG_020401_1A
2020,35.943119,_L_KG_020401_1A
2021,35.565161,_L_KG_020401_1A
2022,36.8,_L_KG_020401_1A
2023,35.5,_L_KG_020401_1A
2024,40.2,_L_KG_020401_1A
2018,2.452877,_L_KG_020401_1B
2019,2.523219,_L_KG_020401_1B
2020,2.198431,_L_KG_020401_1B
2021,2.471049,_L_KG_020401_1B
2022,2.7,_L_KG_020401_1B
2023,2.5,_L_KG_020401_1B
2024,2.7,_L_KG_020401_1B
