Year,Value,GeoCode,SERIES
2014,2.8,,SH_STA_WAST
2018,2.0,,SH_STA_WAST
2023,3.0,,SH_STA_WAST
2014,7.0,,SN_STA_OVWGT
2018,6.9,,SN_STA_OVWGT
2023,8.8,,SN_STA_OVWGT
