Year,REF_AREA,SEX,GeoCode,Value
2019,KG05,F,KG05,3.8
2020,KG05,F,KG05,2.6
2021,KG05,F,KG05,5.2
2022,KG05,F,KG05,2.5
2023,KG05,F,KG05,2.1
2007,KG03,,KG03,5.7
2008,KG03,,KG03,4.7
2009,KG03,,KG03,2.4
2010,KG03,,KG03,1.5
2011,KG03,,KG03,2.3
2012,KG03,,KG03,3.8
2013,KG03,,KG03,2.8
2014,KG03,,KG03,3.9
2015,KG03,,KG03,2.7
2016,KG03,,KG03,2.9
2017,KG03,,KG03,1.4
2018,KG03,,KG03,1.5
2019,KG03,,KG03,2.6
2020,KG03,,KG03,1.3
2021,KG03,,KG03,1.6
2022,KG03,,KG03,3.5
2023,KG03,,KG03,1.9
2007,KG03,M,KG03,9.9
2008,KG03,M,KG03,6.8
2009,KG03,M,KG03,3.9
2010,KG03,M,KG03,2.9
2011,KG03,M,KG03,2.9
2012,KG03,M,KG03,5.6
2013,KG03,M,KG03,4.2
2014,KG03,M,KG03,5.0
2015,KG03,M,KG03,4.2
2016,KG03,M,KG03,4.0
2017,KG03,M,KG03,2.0
2018,KG03,M,KG03,1.8
2019,KG03,M,KG03,3.9
2020,KG03,M,KG03,2.1
2021,KG03,M,KG03,1.9
2022,KG03,M,KG03,4.4
2023,KG03,M,KG03,3.2
2007,KG03,F,KG03,1.4
2008,KG03,F,KG03,2.6
2009,KG03,F,KG03,0.8
2011,KG03,F,KG03,1.7
2012,KG03,F,KG03,1.9
2013,KG03,F,KG03,1.5
2014,KG03,F,KG03,2.7
2015,KG03,F,KG03,1.2
2016,KG03,F,KG03,1.9
2017,KG03,F,KG03,0.9
2018,KG03,F,KG03,1.2
2019,KG03,F,KG03,1.3
2020,KG03,F,KG03,0.5
2021,KG03,F,KG03,1.3
2022,KG03,F,KG03,2.5
2023,KG03,F,KG03,0.6
2007,KG02,,KG02,20.0
2008,KG02,,KG02,21.5
2009,KG02,,KG02,21.2
2010,KG02,,KG02,23.0
2011,KG02,,KG02,22.0
2012,KG02,,KG02,25.1
2013,KG02,,KG02,19.1
2014,KG02,,KG02,21.0
2015,KG02,,KG02,17.6
2016,KG02,,KG02,15.6
2017,KG02,,KG02,15.0
2018,KG02,,KG02,19.5
2019,KG02,,KG02,15.6
2020,KG02,,KG02,10.8
2021,KG02,,KG02,12.9
2022,KG02,,KG02,13.1
2023,KG02,,KG02,8.9
2007,KG02,M,KG02,29.9
2008,KG02,M,KG02,34.8
2009,KG02,M,KG02,34.5
2010,KG02,M,KG02,37.0
2011,KG02,M,KG02,34.4
2012,KG02,M,KG02,40.7
2013,KG02,M,KG02,31.8
2014,KG02,M,KG02,34.5
2015,KG02,M,KG02,29.7
2016,KG02,M,KG02,24.2
2017,KG02,M,KG02,25.5
2018,KG02,M,KG02,32.6
2019,KG02,M,KG02,22.0
2020,KG02,M,KG02,18.5
2021,KG02,M,KG02,20.7
2022,KG02,M,KG02,23.2
2023,KG02,M,KG02,13.7
2007,KG02,F,KG02,10.4
2008,KG02,F,KG02,8.6
2009,KG02,F,KG02,8.1
2010,KG02,F,KG02,9.4
2011,KG02,F,KG02,9.8
2012,KG02,F,KG02,9.7
2013,KG02,F,KG02,6.5
2014,KG02,F,KG02,7.8
2015,KG02,F,KG02,5.5
2016,KG02,F,KG02,7.1
2017,KG02,F,KG02,4.6
2018,KG02,F,KG02,6.6
2019,KG02,F,KG02,9.3
2020,KG02,F,KG02,3.2
2021,KG02,F,KG02,5.1
2022,KG02,F,KG02,3.0
2023,KG02,F,KG02,4.1
2007,KG04,,KG04,14.8
2008,KG04,,KG04,16.3
2009,KG04,,KG04,15.5
2010,KG04,,KG04,19.2
2011,KG04,,KG04,16.7
2012,KG04,,KG04,14.6
2013,KG04,,KG04,13.0
2014,KG04,,KG04,17.2
2015,KG04,,KG04,13.8
2016,KG04,,KG04,13.2
2017,KG04,,KG04,15.2
2018,KG04,,KG04,10.2
2019,KG04,,KG04,10.4
2020,KG04,,KG04,6.5
2021,KG04,,KG04,10.2
2022,KG04,,KG04,8.1
2023,KG04,,KG04,11.9
2007,KG04,M,KG04,23.9
2008,KG04,M,KG04,28.5
2009,KG04,M,KG04,24.5
2010,KG04,M,KG04,29.5
2011,KG04,M,KG04,27.7
2012,KG04,M,KG04,24.4
2013,KG04,M,KG04,21.2
2014,KG04,M,KG04,28.2
2015,KG04,M,KG04,20.7
2016,KG04,M,KG04,19.7
2017,KG04,M,KG04,25.8
2018,KG04,M,KG04,16.5
2019,KG04,M,KG04,15.7
2020,KG04,M,KG04,11.5
2021,KG04,M,KG04,16.7
2022,KG04,M,KG04,13.5
2023,KG04,M,KG04,19.1
2007,KG04,F,KG04,5.5
2008,KG04,F,KG04,3.9
2009,KG04,F,KG04,6.3
2010,KG04,F,KG04,8.5
2011,KG04,F,KG04,5.4
2012,KG04,F,KG04,4.6
2013,KG04,F,KG04,4.5
2014,KG04,F,KG04,5.9
2015,KG04,F,KG04,6.6
2016,KG04,F,KG04,6.5
2017,KG04,F,KG04,4.3
2018,KG04,F,KG04,3.6
2019,KG04,F,KG04,4.9
2020,KG04,F,KG04,1.4
2021,KG04,F,KG04,3.5
2022,KG04,F,KG04,2.6
2023,KG04,F,KG04,4.6
2007,KG06,,KG06,4.6
2008,KG06,,KG06,4.4
2009,KG06,,KG06,4.5
2010,KG06,,KG06,4.2
2011,KG06,,KG06,4.7
2012,KG06,,KG06,5.3
2013,KG06,,KG06,6.2
2014,KG06,,KG06,5.8
2015,KG06,,KG06,4.4
2016,KG06,,KG06,3.9
2017,KG06,,KG06,3.8
2018,KG06,,KG06,2.9
2019,KG06,,KG06,3.5
2020,KG06,,KG06,2.9
2021,KG06,,KG06,4.2
2022,KG06,,KG06,2.5
2023,KG06,,KG06,2.5
2007,KG06,M,KG06,5.9
2008,KG06,M,KG06,7.6
2009,KG06,M,KG06,7.9
2010,KG06,M,KG06,6.4
2011,KG06,M,KG06,6.6
2012,KG06,M,KG06,8.2
2013,KG06,M,KG06,9.5
2014,KG06,M,KG06,8.2
2015,KG06,M,KG06,7.3
2016,KG06,M,KG06,5.6
2017,KG06,M,KG06,5.9
2018,KG06,M,KG06,4.2
2019,KG06,M,KG06,6.1
2020,KG06,M,KG06,4.2
2021,KG06,M,KG06,6.6
2022,KG06,M,KG06,4.0
2023,KG06,M,KG06,4.0
2007,KG06,F,KG06,3.4
2008,KG06,F,KG06,1.1
2009,KG06,F,KG06,1.1
2010,KG06,F,KG06,2.0
2011,KG06,F,KG06,2.8
2012,KG06,F,KG06,2.4
2013,KG06,F,KG06,2.9
2014,KG06,F,KG06,3.3
2015,KG06,F,KG06,1.5
2016,KG06,F,KG06,2.2
2017,KG06,F,KG06,1.6
2018,KG06,F,KG06,1.5
2019,KG06,F,KG06,0.9
2020,KG06,F,KG06,1.6
2021,KG06,F,KG06,1.7
2022,KG06,F,KG06,1.0
2023,KG06,F,KG06,1.0
2007,KG07,,KG07,4.9
2008,KG07,,KG07,4.0
2009,KG07,,KG07,7.5
2010,KG07,,KG07,7.8
2011,KG07,,KG07,5.1
2012,KG07,,KG07,5.1
2013,KG07,,KG07,12.4
2014,KG07,,KG07,6.1
2015,KG07,,KG07,8.4
2016,KG07,,KG07,4.3
2017,KG07,,KG07,3.1
2018,KG07,,KG07,3.8
2019,KG07,,KG07,3.0
2020,KG07,,KG07,2.6
2021,KG07,,KG07,3.3
2022,KG07,,KG07,2.6
2023,KG07,,KG07,0.7
2007,KG07,M,KG07,7.2
2008,KG07,M,KG07,6.2
2009,KG07,M,KG07,14.0
2010,KG07,M,KG07,13.0
2011,KG07,M,KG07,6.8
2012,KG07,M,KG07,5.9
2013,KG07,M,KG07,17.3
2014,KG07,M,KG07,9.7
2015,KG07,M,KG07,14.3
2016,KG07,M,KG07,7.8
2017,KG07,M,KG07,2.3
2018,KG07,M,KG07,6.1
2019,KG07,M,KG07,6.0
2020,KG07,M,KG07,3.7
2021,KG07,M,KG07,5.8
2022,KG07,M,KG07,4.4
2023,KG07,M,KG07,1.4
2007,KG07,F,KG07,2.7
2008,KG07,F,KG07,1.8
2009,KG07,F,KG07,0.9
2010,KG07,F,KG07,2.6
2011,KG07,F,KG07,3.4
2012,KG07,F,KG07,4.2
2013,KG07,F,KG07,7.5
2014,KG07,F,KG07,2.5
2015,KG07,F,KG07,2.4
2016,KG07,F,KG07,0.8
2017,KG07,F,KG07,3.9
2018,KG07,F,KG07,1.5
2020,KG07,F,KG07,1.5
2021,KG07,F,KG07,0.7
2022,KG07,F,KG07,0.7
2007,KG08,,KG08,15.8
2008,KG08,,KG08,17.9
2009,KG08,,KG08,17.8
2010,KG08,,KG08,20.1
2011,KG08,,KG08,17.2
2012,KG08,,KG08,20.5
2013,KG08,,KG08,14.2
2014,KG08,,KG08,14.4
2015,KG08,,KG08,13.8
2016,KG08,,KG08,16.7
2017,KG08,,KG08,15.2
2018,KG08,,KG08,13.7
2019,KG08,,KG08,11.6
2020,KG08,,KG08,13.1
2021,KG08,,KG08,15.2
2022,KG08,,KG08,10.6
2023,KG08,,KG08,12.7
2007,KG08,M,KG08,25.0
2008,KG08,M,KG08,28.6
2009,KG08,M,KG08,28.8
2010,KG08,M,KG08,32.6
2011,KG08,M,KG08,27.3
2012,KG08,M,KG08,31.3
2013,KG08,M,KG08,22.8
2014,KG08,M,KG08,24.5
2015,KG08,M,KG08,21.5
2016,KG08,M,KG08,27.9
2017,KG08,M,KG08,25.1
2018,KG08,M,KG08,24.0
2019,KG08,M,KG08,19.6
2020,KG08,M,KG08,20.6
2021,KG08,M,KG08,24.0
2022,KG08,M,KG08,18.6
2023,KG08,M,KG08,20.9
2007,KG08,F,KG08,6.9
2008,KG08,F,KG08,7.6
2009,KG08,F,KG08,7.1
2010,KG08,F,KG08,8.0
2011,KG08,F,KG08,7.4
2012,KG08,F,KG08,10.0
2013,KG08,F,KG08,5.8
2014,KG08,F,KG08,4.6
2015,KG08,F,KG08,6.3
2016,KG08,F,KG08,5.9
2017,KG08,F,KG08,5.6
2018,KG08,F,KG08,3.8
2019,KG08,F,KG08,3.7
2020,KG08,F,KG08,5.9
2021,KG08,F,KG08,6.6
2022,KG08,F,KG08,2.6
2023,KG08,F,KG08,4.6
2007,KG11,,KG11,10.3
2008,KG11,,KG11,5.3
2009,KG11,,KG11,5.7
2010,KG11,,KG11,8.6
2011,KG11,,KG11,6.5
2012,KG11,,KG11,4.2
2013,KG11,,KG11,3.8
2014,KG11,,KG11,3.2
2015,KG11,,KG11,2.5
2016,KG11,,KG11,2.8
2017,KG11,,KG11,2.4
2018,KG11,,KG11,1.8
2019,KG11,,KG11,2.6
2020,KG11,,KG11,1.0
2021,KG11,,KG11,2.4
2022,KG11,,KG11,2.0
2023,KG11,,KG11,1.1
2007,KG11,M,KG11,17.1
2008,KG11,M,KG11,9.6
2009,KG11,M,KG11,8.2
2010,KG11,M,KG11,14.9
2011,KG11,M,KG11,11.4
2012,KG11,M,KG11,6.3
2013,KG11,M,KG11,6.4
2014,KG11,M,KG11,5.3
2015,KG11,M,KG11,3.8
2016,KG11,M,KG11,4.9
2017,KG11,M,KG11,3.7
2018,KG11,M,KG11,3.2
2019,KG11,M,KG11,4.7
2020,KG11,M,KG11,1.2
2021,KG11,M,KG11,3.5
2022,KG11,M,KG11,3.3
2023,KG11,M,KG11,1.7
2007,KG11,F,KG11,4.3
2008,KG11,F,KG11,1.6
2009,KG11,F,KG11,3.6
2010,KG11,F,KG11,3.1
2011,KG11,F,KG11,2.2
2012,KG11,F,KG11,2.3
2013,KG11,F,KG11,1.4
2014,KG11,F,KG11,1.4
2015,KG11,F,KG11,1.4
2016,KG11,F,KG11,1.0
2017,KG11,F,KG11,1.3
2018,KG11,F,KG11,0.6
2019,KG11,F,KG11,0.7
2020,KG11,F,KG11,0.9
2021,KG11,F,KG11,1.4
2022,KG11,F,KG11,1.0
2023,KG11,F,KG11,0.6
2007,KG21,,KG21,2.3
2008,KG21,,KG21,3.9
2009,KG21,,KG21,4.3
2010,KG21,,KG21,1.6
2011,KG21,,KG21,1.6
2012,KG21,,KG21,2.7
2013,KG21,,KG21,1.1
2014,KG21,,KG21,2.2
2015,KG21,,KG21,1.8
2016,KG21,,KG21,2.5
2017,KG21,,KG21,2.5
2018,KG21,,KG21,1.7
2019,KG21,,KG21,2.9
2020,KG21,,KG21,1.3
2021,KG21,,KG21,0.6
2022,KG21,,KG21,1.1
2023,KG21,,KG21,2.2
2007,KG21,M,KG21,2.4
2008,KG21,M,KG21,4.9
2009,KG21,M,KG21,7.2
2010,KG21,M,KG21,2.4
2011,KG21,M,KG21,2.4
2012,KG21,M,KG21,4.8
2013,KG21,M,KG21,0.8
2014,KG21,M,KG21,2.3
2015,KG21,M,KG21,3.0
2016,KG21,M,KG21,5.2
2017,KG21,M,KG21,5.1
2018,KG21,M,KG21,2.8
2019,KG21,M,KG21,6.1
2020,KG21,M,KG21,1.3
2021,KG21,M,KG21,1.3
2022,KG21,M,KG21,2.2
2023,KG21,M,KG21,2.7
2007,KG21,F,KG21,2.2
2008,KG21,F,KG21,3.0
2009,KG21,F,KG21,1.5
2010,KG21,F,KG21,0.7
2011,KG21,F,KG21,0.8
2012,KG21,F,KG21,0.7
2013,KG21,F,KG21,1.5
2014,KG21,F,KG21,2.2
2015,KG21,F,KG21,0.7
2018,KG21,F,KG21,0.7
2020,KG21,F,KG21,1.2
2023,KG21,F,KG21,1.7
