Year,Value
2006,566.1
2007,757.1
2008,1013.0
2009,910.0
2010,920.2
2011,1183.1
2012,1233.2
2013,1339.5
2014,1331.2
2015,1163.3
2016,1178.5
2017,1295.7
2018,1284.3
2019,1421.8
2020,1230.3
2021,1350.7
2022,1740.1
2023,2137.1
