Year,Value,Series
2014,2.8,Доля детей умеренно или сильно истощенных
2018,2.0,Доля детей умеренно или сильно истощенных
2014,7.0,Доля детей с умеренной или тяжелой формой ожирения
2018,6.9,Доля детей с умеренной или тяжелой формой ожирения
