Year,Value
2007,93.0
2008,281.0
2009,71.0
2010,158.0
2011,140.0
2012,99.0
2013,95.0
2014,62.0
2015,53.0
2016,47.0
2017,141.0
2018,18.0
2019,17.0
2020,51.0
2021,109.0
