Year,Value,Series
2013,2.3,_L_KG_080301_21
2014,2.3,_L_KG_080301_21
2015,2.2,_L_KG_080301_21
2016,2.2,_L_KG_080301_21
2017,2.3,_L_KG_080301_21
2018,2.2,_L_KG_080301_21
2019,3.0,_L_KG_080301_21
2013,1.6,_L_KG_080301_22
2014,1.6,_L_KG_080301_22
2015,1.5,_L_KG_080301_22
2016,1.5,_L_KG_080301_22
2017,1.5,_L_KG_080301_22
2018,1.4,_L_KG_080301_22
2019,1.4,_L_KG_080301_22
