Year,Value,Series
2016,153,CL_SERIES._L_KG_160402_1A
2017,196,CL_SERIES._L_KG_160402_1A
2018,232,CL_SERIES._L_KG_160402_1A
2019,99,CL_SERIES._L_KG_160402_1A
2016,217,CL_SERIES._L_KG_160402_1B
2017,399,CL_SERIES._L_KG_160402_1B
2018,296,CL_SERIES._L_KG_160402_1B
2019,135,CL_SERIES._L_KG_160402_1B
