Year,Value,Series
2007,27.716013,SL_EMP_INJUR
2008,32.316212,SL_EMP_INJUR
2009,24.233586,SL_EMP_INJUR
2010,90.112821,SL_EMP_INJUR
2011,27.924874,SL_EMP_INJUR
2012,27.025061,SL_EMP_INJUR
2013,38.431743,SL_EMP_INJUR
2014,29.216361,SL_EMP_INJUR
2015,22.079153,SL_EMP_INJUR
2016,24.463597,SL_EMP_INJUR
2017,17.014573,SL_EMP_INJUR
2018,25.028299,SL_EMP_INJUR
2019,21.813169,SL_EMP_INJUR
2007,4.792995,SL_EMP_FTLINJUR
2008,4.826447,SL_EMP_FTLINJUR
2009,5.057444,SL_EMP_FTLINJUR
2010,6.148875,SL_EMP_FTLINJUR
2011,4.517259,SL_EMP_FTLINJUR
2012,4.781357,SL_EMP_FTLINJUR
2013,5.835186,SL_EMP_FTLINJUR
2014,3.602017,SL_EMP_FTLINJUR
2015,4.103205,SL_EMP_FTLINJUR
2016,5.048044,SL_EMP_FTLINJUR
2017,6.691124,SL_EMP_FTLINJUR
2018,1.516867,SL_EMP_FTLINJUR
2019,2.932863,SL_EMP_FTLINJUR
