Year,Value,SERIES
2007,6.107469,FB_CBK_BRCH
2008,6.545429,FB_CBK_BRCH
2009,6.616596,FB_CBK_BRCH
2010,5.668633,FB_CBK_BRCH
2011,6.729466,FB_CBK_BRCH
2012,7.22071,FB_CBK_BRCH
2013,7.319149,FB_CBK_BRCH
2014,7.336489,FB_CBK_BRCH
2015,7.719834,FB_CBK_BRCH
2016,7.825828,FB_CBK_BRCH
2017,7.578907,FB_CBK_BRCH
2018,7.498525,FB_CBK_BRCH
2019,7.414108,FB_CBK_BRCH
2020,7.038465,FB_CBK_BRCH
2021,6.913265,FB_CBK_BRCH
2022,6.903169,FB_CBK_BRCH
2023,6.790445,FB_CBK_BRCH
2007,2.471394,FB_ATM_TOTL
2008,4.888003,FB_ATM_TOTL
2009,8.720619,FB_ATM_TOTL
2010,7.522356,FB_ATM_TOTL
2011,12.187222,FB_ATM_TOTL
2012,15.844004,FB_ATM_TOTL
2013,20.860849,FB_ATM_TOTL
2014,24.989133,FB_ATM_TOTL
2015,30.387627,FB_ATM_TOTL
2016,31.399927,FB_ATM_TOTL
2017,33.570521,FB_ATM_TOTL
2018,36.978707,FB_ATM_TOTL
2019,39.297069,FB_ATM_TOTL
2020,41.86984,FB_ATM_TOTL
2021,42.32159,FB_ATM_TOTL
2022,44.306188,FB_ATM_TOTL
2023,47.957519,FB_ATM_TOTL
