Year,Value,SERIES
2015,33902,_L_KG_100201_1
2016,35725,_L_KG_100201_1
2017,39919,_L_KG_100201_1
2018,44664,_L_KG_100201_1
2019,47742,_L_KG_100201_1
2020,47005,_L_KG_100201_1
