From,To
COMMENT_OBS,REF_AREA
COMMENT_OBS,SEX
COMMENT_OBS,AGE
COMMENT_OBS,URBANISATION
COMMENT_OBS,INCOME_WEALTH_QUANTILE
COMMENT_OBS,EDUCATION_LEV
