Year,Value
2007,0.005563
2009,0.140359
2010,0.003078
2012,0.002556
2013,1.679666
2014,0.789433
2015,0.970937
2016,0.027618
2017,0.093613
2018,0.0002
2019,0.026567
2020,0.002
2021,0.003
