From,To
"Страны с миграционной политикой, способствующей упорядоченной, безопасной, регулярной и ответственной миграции и мобильности людей, по областям политики (1 = требует дальнейшего прогресса; 2 = частично соответствует; 3 = соответствует; 4 = полностью соответствует)",Value.1
