Year,concept.REF_AREA,concept.SEX,Value
2007,,,7.76329
2008,,,10.378419000000001
2009,,,12.464527
2010,,,10.168944
2011,,,10.771106
2012,,,12.55459
2013,,,8.4
2014,,,10.5
2015,,,10.2
2016,,,11.7
2017,,,12.8
2007,,code.F,4.195446
2008,,code.F,6.715757000000001
2009,,code.F,6.454885
2010,,code.F,6.0535120000000004
2011,,code.F,6.446899
2012,,code.F,10.573649000000001
2013,,code.F,7.0
2014,,code.F,9.1
2015,,code.F,9.1
2016,,code.F,9.7
2017,,code.F,10.7
2007,,code.M,11.428246000000001
2008,,code.M,14.141010000000001
2009,,code.M,18.632417999999998
2010,,code.M,14.390731
2011,,code.M,15.205416
2012,,code.M,14.583421
2013,,code.M,9.8
2014,,code.M,11.9
2015,,code.M,11.2
2016,,code.M,13.8
2017,,code.M,15.1
2007,code.KG05,,1.899344
2008,code.KG05,,3.767117
2009,code.KG05,,1.6262159999999999
2010,code.KG05,,1.142983
2011,code.KG05,,2.5
2012,code.KG05,,3.965893
2013,code.KG05,,3.9
2014,code.KG05,,7.2
2015,code.KG05,,5.1
2016,code.KG05,,3.4
2017,code.KG05,,5.1
2007,code.KG05,code.F,1.448324
2008,code.KG05,code.F,3.3536309999999996
2009,code.KG05,code.F,0.472862
2010,code.KG05,code.F,1.394311
2011,code.KG05,code.F,2.3
2012,code.KG05,code.F,4.027476
2013,code.KG05,code.F,4.4
2014,code.KG05,code.F,7.7
2015,code.KG05,code.F,6.3
2016,code.KG05,code.F,3.3
2017,code.KG05,code.F,4.4
2007,code.KG05,code.M,2.335772
2008,code.KG05,code.M,4.166686
2009,code.KG05,code.M,2.740114
2010,code.KG05,code.M,0.899717
2011,code.KG05,code.M,2.7
2012,code.KG05,code.M,3.906165
2013,code.KG05,code.M,3.4
2014,code.KG05,code.M,6.6
2015,code.KG05,code.M,4.0
2016,code.KG05,code.M,3.6
2017,code.KG05,code.M,5.8
2007,code.KG03,,4.453333
2008,code.KG03,,7.003719
2009,code.KG03,,6.010142
2010,code.KG03,,5.922974
2011,code.KG03,,4.878352
2012,code.KG03,,9.104049
2013,code.KG03,,4.7
2014,code.KG03,,7.2
2015,code.KG03,,8.3
2016,code.KG03,,6.4
2017,code.KG03,,10.3
2007,code.KG03,code.F,3.846683
2008,code.KG03,code.F,5.605639
2009,code.KG03,code.F,4.73341
2010,code.KG03,code.F,5.832071
2011,code.KG03,code.F,3.639589
2012,code.KG03,code.F,9.59119
2013,code.KG03,code.F,5.2
2014,code.KG03,code.F,6.5
2015,code.KG03,code.F,8.1
2016,code.KG03,code.F,4.3
2017,code.KG03,code.F,10.7
2007,code.KG03,code.M,5.059786
2008,code.KG03,code.M,8.40047
2009,code.KG03,code.M,7.284655
2010,code.KG03,code.M,6.013684
2011,code.KG03,code.M,6.113894
2012,code.KG03,code.M,8.618719
2013,code.KG03,code.M,4.2
2014,code.KG03,code.M,7.9
2015,code.KG03,code.M,8.4
2016,code.KG03,code.M,8.4
2017,code.KG03,code.M,9.8
2007,code.KG02,,0.46075
2008,code.KG02,,2.7500169999999997
2009,code.KG02,,2.730419
2010,code.KG02,,1.8
2011,code.KG02,,5.378007
2012,code.KG02,,3.10632
2013,code.KG02,,2.9
2014,code.KG02,,6.3
2015,code.KG02,,6.6
2016,code.KG02,,8.2
2017,code.KG02,,8.8
2008,code.KG02,code.F,2.261932
2009,code.KG02,code.F,1.349637
2011,code.KG02,code.F,3.5535660000000004
2012,code.KG02,code.F,2.641054
2013,code.KG02,code.F,2.6
2014,code.KG02,code.F,6.5
2015,code.KG02,code.F,4.7
2016,code.KG02,code.F,7.1
2017,code.KG02,code.F,5.8
2007,code.KG02,code.M,0.934881
2008,code.KG02,code.M,3.251111
2009,code.KG02,code.M,4.1434370000000005
2010,code.KG02,code.M,3.6
2011,code.KG02,code.M,7.235366
2012,code.KG02,code.M,3.5792260000000002
2013,code.KG02,code.M,3.1
2014,code.KG02,code.M,6.1
2015,code.KG02,code.M,8.6
2016,code.KG02,code.M,9.3
2017,code.KG02,code.M,11.7
2008,code.KG04,,0.388928
2009,code.KG04,,0.774278
2010,code.KG04,,2.300993
2011,code.KG04,,9.486153999999999
2012,code.KG04,,4.502426
2013,code.KG04,,4.1
2014,code.KG04,,8.8
2015,code.KG04,,7.2
2016,code.KG04,,8.9
2017,code.KG04,,12.4
2009,code.KG04,code.F,0.783337
2010,code.KG04,code.F,0.77688
2011,code.KG04,code.F,3.8463910000000006
2012,code.KG04,code.F,3.046018
2013,code.KG04,code.F,3.7648330000000003
2014,code.KG04,code.F,4.463024
2015,code.KG04,code.F,3.675822
2016,code.KG04,code.F,6.544503
2017,code.KG04,code.F,10.802091
2008,code.KG04,code.M,0.770149
2009,code.KG04,code.M,0.7654270000000001
2010,code.KG04,code.M,3.7868169999999997
2011,code.KG04,code.M,14.975665
2012,code.KG04,code.M,5.9169849999999995
2013,code.KG04,code.M,4.382473
2014,code.KG04,code.M,12.996202
2015,code.KG04,code.M,10.708549
2016,code.KG04,code.M,11.281191
2017,code.KG04,code.M,13.927674
2007,code.KG06,,9.538917999999999
2008,code.KG06,,11.894501
2009,code.KG06,,10.995814999999999
2010,code.KG06,,9.071755
2011,code.KG06,,8.777173
2012,code.KG06,,17.148062
2013,code.KG06,,6.2
2014,code.KG06,,7.7
2015,code.KG06,,7.9
2016,code.KG06,,7.9
2017,code.KG06,,8.1
2007,code.KG06,code.F,6.907715
2008,code.KG06,code.F,12.173551
2009,code.KG06,code.F,10.721366
2010,code.KG06,code.F,9.319097
2011,code.KG06,code.F,9.015013
2012,code.KG06,code.F,15.102567
2013,code.KG06,code.F,6.5
2014,code.KG06,code.F,7.3
2015,code.KG06,code.F,7.8
2016,code.KG06,code.F,8.6
2017,code.KG06,code.F,8.5
2007,code.KG06,code.M,12.128919
2008,code.KG06,code.M,11.619821
2009,code.KG06,code.M,11.265893
2010,code.KG06,code.M,8.828073
2011,code.KG06,code.M,8.542598
2012,code.KG06,code.M,19.1643
2013,code.KG06,code.M,5.9
2014,code.KG06,code.M,8.2
2015,code.KG06,code.M,8.0
2016,code.KG06,code.M,7.2
2017,code.KG06,code.M,7.6
2007,code.KG07,,1.347358
2008,code.KG07,,1.7774459999999999
2009,code.KG07,,3.074923
2010,code.KG07,,2.170073
2011,code.KG07,,4.281317
2012,code.KG07,,6.7
2013,code.KG07,,4.6
2014,code.KG07,,4.9
2015,code.KG07,,5.6
2016,code.KG07,,5.5
2017,code.KG07,,5.8
2007,code.KG07,code.F,0.8980290000000001
2008,code.KG07,code.F,0.889229
2009,code.KG07,code.F,1.7600209999999998
2010,code.KG07,code.F,0.870489
2011,code.KG07,code.F,1.7202529999999998
2012,code.KG07,code.F,6.8
2013,code.KG07,code.F,5.0
2014,code.KG07,code.F,4.1
2015,code.KG07,code.F,4.9
2016,code.KG07,code.F,4.8
2017,code.KG07,code.F,5.5
2007,code.KG07,code.M,1.7968970000000002
2008,code.KG07,code.M,2.664653
2009,code.KG07,code.M,4.385426
2010,code.KG07,code.M,3.462334
2011,code.KG07,code.M,6.81948
2012,code.KG07,code.M,6.7
2013,code.KG07,code.M,4.1
2014,code.KG07,code.M,5.7
2015,code.KG07,code.M,6.4
2016,code.KG07,code.M,6.3
2017,code.KG07,code.M,6.2
2007,code.KG08,,12.002921
2008,code.KG08,,21.171074
2009,code.KG08,,31.682411
2010,code.KG08,,24.643956
2011,code.KG08,,25.161074
2012,code.KG08,,24.56467
2013,code.KG08,,18.6
2014,code.KG08,,22.3
2015,code.KG08,,18.9
2016,code.KG08,,29.3
2017,code.KG08,,30.7
2007,code.KG08,code.F,4.466468
2008,code.KG08,code.F,7.873996000000001
2009,code.KG08,code.F,8.300943
2010,code.KG08,code.F,8.479011
2011,code.KG08,code.F,10.573085
2012,code.KG08,code.F,20.86188
2013,code.KG08,code.F,14.0
2014,code.KG08,code.F,15.8
2015,code.KG08,code.F,18.6
2016,code.KG08,code.F,22.4
2017,code.KG08,code.F,22.4
2007,code.KG08,code.M,19.821299
2008,code.KG08,code.M,34.961644
2009,code.KG08,code.M,55.911149
2010,code.KG08,code.M,41.37682
2011,code.KG08,code.M,40.241049
2012,code.KG08,code.M,28.386914
2013,code.KG08,code.M,23.3
2014,code.KG08,code.M,29.0
2015,code.KG08,code.M,19.2
2016,code.KG08,code.M,36.5
2017,code.KG08,code.M,39.1
2007,code.KG11,,5.50316
2008,code.KG11,,8.098507000000001
2009,code.KG11,,9.172137
2010,code.KG11,,10.666592
2011,code.KG11,,12.340325
2012,code.KG11,,8.81898
2013,code.KG11,,10.6
2014,code.KG11,,9.7
2015,code.KG11,,12.2
2016,code.KG11,,13.3
2017,code.KG11,,13.0
2007,code.KG11,code.F,2.970668
2008,code.KG11,code.F,5.410487
2009,code.KG11,code.F,3.775621
2010,code.KG11,code.F,4.593246
2011,code.KG11,code.F,5.16827
2012,code.KG11,code.F,4.014528
2013,code.KG11,code.F,5.0
2014,code.KG11,code.F,8.7
2015,code.KG11,code.F,8.5
2016,code.KG11,code.F,9.7
2017,code.KG11,code.F,8.1
2007,code.KG11,code.M,8.418837
2008,code.KG11,code.M,11.205796000000001
2009,code.KG11,code.M,15.414575
2010,code.KG11,code.M,17.679536
2011,code.KG11,code.M,20.610672
2012,code.KG11,code.M,14.349120999999998
2013,code.KG11,code.M,17.1
2014,code.KG11,code.M,10.9
2015,code.KG11,code.M,16.5
2016,code.KG11,code.M,17.4
2017,code.KG11,code.M,18.6
2007,code.KG21,,34.332219
2008,code.KG21,,24.466209
2009,code.KG21,,49.505333
2010,code.KG21,,29.5172
2011,code.KG21,,23.451516
2012,code.KG21,,25.566531
2013,code.KG21,,19.0
2014,code.KG21,,21.3
2015,code.KG21,,15.0
2016,code.KG21,,19.0
2017,code.KG21,,15.1
2007,code.KG21,code.F,12.747736999999999
2008,code.KG21,code.F,11.939764
2009,code.KG21,code.F,26.046124
2010,code.KG21,code.F,17.921147
2011,code.KG21,code.F,16.507717
2012,code.KG21,code.F,20.837209
2013,code.KG21,code.F,19.0
2014,code.KG21,code.F,23.0
2015,code.KG21,code.F,12.0
2016,code.KG21,code.F,18.7
2017,code.KG21,code.F,14.2
2007,code.KG21,code.M,57.741416
2008,code.KG21,code.M,38.059146000000005
2009,code.KG21,code.M,74.890684
2010,code.KG21,code.M,42.085839
2011,code.KG21,code.M,31.001175
2012,code.KG21,code.M,30.700869
2013,code.KG21,code.M,19.0
2014,code.KG21,code.M,19.4
2015,code.KG21,code.M,18.2
2016,code.KG21,code.M,19.3
2017,code.KG21,code.M,16.0
