Year,Value
2007,6.107469
2008,6.545429
2009,6.616596
2010,5.693049
2011,6.799081
2012,7.28108
2013,7.394386
2014,7.425508
2015,7.827334
2016,7.94841
2017,7.710477
2018,7.640969
2007,2.471394
2008,4.888003
2009,8.720619
2010,7.554757
2011,12.265008
2012,15.97647
2013,21.075288
2014,25.292345
2015,30.81078
2016,31.891768
2017,34.153303
2018,37.681164
