Year,Value
2007,2.470972
2008,2.475696
2009,2.424193
2010,2.437007
2011,2.397923
2012,2.364769
2013,2.347241
2014,2.296668
2015,2.259497
2016,2.269959
2017,2.228321
2018,2.214101
