Year,SERIES,Value
2015,EN_ATM_CO2,102750
2016,EN_ATM_CO2,88405
2017,EN_ATM_CO2,94491
2018,EN_ATM_CO2,178584
2019,EN_ATM_CO2,151724
2020,EN_ATM_CO2,147113
2015,EN_ATM_CO2GDP,24
2016,EN_ATM_CO2GDP,19
2017,EN_ATM_CO2GDP,18
2018,EN_ATM_CO2GDP,0
2019,EN_ATM_CO2GDP,0
2020,EN_ATM_CO2GDP,0
2015,EN_ATM_CO2MVA,16
2016,EN_ATM_CO2MVA,13
2017,EN_ATM_CO2MVA,14
2018,EN_ATM_CO2MVA,1
2019,EN_ATM_CO2MVA,1
2020,EN_ATM_CO2MVA,1
