Year,SERIES,Value
2016,Number of firearms voluntarily surrendered,153
2017,Number of firearms voluntarily surrendered,196
2018,Number of firearms voluntarily surrendered,232
2019,Number of firearms voluntarily surrendered,99
2016,Number of firearms seized,217
2017,Number of firearms seized,399
2018,Number of firearms seized,296
2019,Number of firearms seized,135
