Year,Value
2007,0.018437000000000002
2008,0.003428
2009,0.000743
2010,0.000367
2011,0.007979
2012,0.000535
2013,0.000699
2015,0.000168
2016,0.000987
2017,0.000323
2018,0.00015800000000000002
