Year,Series,Value
2016,CL_SERIES._L_KG_160402_1A,153
2017,CL_SERIES._L_KG_160402_1A,196
2018,CL_SERIES._L_KG_160402_1A,232
2019,CL_SERIES._L_KG_160402_1A,99
2016,CL_SERIES._L_KG_160402_1B,217
2017,CL_SERIES._L_KG_160402_1B,399
2018,CL_SERIES._L_KG_160402_1B,296
2019,CL_SERIES._L_KG_160402_1B,135
