Year,concept.REF_AREA,Value
2007,,19.5
2008,,18.6
2009,,18.6
2010,,18.5
2011,,19.0
2012,,18.5
2013,,17.9
2014,,17.3
2015,,17.1
2016,,16.6
2017,,16.8
2018,,16.6
2019,,17.1
2007,CL_AREA.KG05,2.109664
2008,CL_AREA.KG05,1.9341279999999998
2009,CL_AREA.KG05,1.92383
2010,CL_AREA.KG05,1.8744439999999998
2011,CL_AREA.KG05,1.930035
2012,CL_AREA.KG05,1.8456240000000002
2013,CL_AREA.KG05,1.795079
2014,CL_AREA.KG05,1.762407
2015,CL_AREA.KG05,1.659097
2016,CL_AREA.KG05,1.495586
2017,CL_AREA.KG05,1.484306
2018,CL_AREA.KG05,1.525503
2019,CL_AREA.KG05,1.6
2007,CL_AREA.KG03,4.616846
2008,CL_AREA.KG03,4.193013
2009,CL_AREA.KG03,4.11681
2010,CL_AREA.KG03,4.091247
2011,CL_AREA.KG03,4.27976
2012,CL_AREA.KG03,4.13553
2013,CL_AREA.KG03,4.101223
2014,CL_AREA.KG03,3.951307
2015,CL_AREA.KG03,3.8641379999999996
2016,CL_AREA.KG03,3.7465230000000003
2017,CL_AREA.KG03,3.7927160000000004
2018,CL_AREA.KG03,3.8041160000000005
2019,CL_AREA.KG03,3.9
2007,CL_AREA.KG02,1.5049270000000001
2008,CL_AREA.KG02,1.39314
2009,CL_AREA.KG02,1.390619
2010,CL_AREA.KG02,1.4328299999999998
2011,CL_AREA.KG02,1.496891
2012,CL_AREA.KG02,1.460728
2013,CL_AREA.KG02,1.4106809999999999
2014,CL_AREA.KG02,1.3973389999999999
2015,CL_AREA.KG02,1.3666129999999999
2016,CL_AREA.KG02,1.391437
2017,CL_AREA.KG02,1.400236
2018,CL_AREA.KG02,1.390469
2019,CL_AREA.KG02,1.5
2007,CL_AREA.KG04,1.671366
2008,CL_AREA.KG04,1.457214
2009,CL_AREA.KG04,1.423568
2010,CL_AREA.KG04,1.503572
2011,CL_AREA.KG04,1.575064
2012,CL_AREA.KG04,1.53011
2013,CL_AREA.KG04,1.430693
2014,CL_AREA.KG04,1.366601
2015,CL_AREA.KG04,1.342043
2016,CL_AREA.KG04,1.284926
2017,CL_AREA.KG04,1.2882930000000001
2018,CL_AREA.KG04,1.232146
2019,CL_AREA.KG04,1.2
2007,CL_AREA.KG06,4.940158
2008,CL_AREA.KG06,4.693844
2009,CL_AREA.KG06,4.778368
2010,CL_AREA.KG06,4.700996
2011,CL_AREA.KG06,4.715643
2012,CL_AREA.KG06,4.506557
2013,CL_AREA.KG06,4.296044
2014,CL_AREA.KG06,4.013868
2015,CL_AREA.KG06,4.015779
2016,CL_AREA.KG06,3.788525
2017,CL_AREA.KG06,3.868011
2018,CL_AREA.KG06,3.639299
2019,CL_AREA.KG06,3.8
2007,CL_AREA.KG07,0.73051
2008,CL_AREA.KG07,0.843038
2009,CL_AREA.KG07,0.8163279999999999
2010,CL_AREA.KG07,0.784158
2011,CL_AREA.KG07,0.8255049999999999
2012,CL_AREA.KG07,0.806951
2013,CL_AREA.KG07,0.784064
2014,CL_AREA.KG07,0.7721720000000001
2015,CL_AREA.KG07,0.795667
2016,CL_AREA.KG07,0.823182
2017,CL_AREA.KG07,0.8582280000000001
2018,CL_AREA.KG07,0.833649
2019,CL_AREA.KG07,0.9
2007,CL_AREA.KG08,1.9582990000000002
2008,CL_AREA.KG08,1.9942509999999998
2009,CL_AREA.KG08,1.9394369999999999
2010,CL_AREA.KG08,1.9224849999999998
2011,CL_AREA.KG08,1.949861
2012,CL_AREA.KG08,1.969888
2013,CL_AREA.KG08,1.9161540000000001
2014,CL_AREA.KG08,1.902321
2015,CL_AREA.KG08,1.9056959999999998
2016,CL_AREA.KG08,1.915556
2017,CL_AREA.KG08,1.9093200000000001
2018,CL_AREA.KG08,1.9317
2019,CL_AREA.KG08,1.9
2007,CL_AREA.KG11,1.509824
2008,CL_AREA.KG11,1.7903830000000003
2009,CL_AREA.KG11,1.7625520000000001
2010,CL_AREA.KG11,1.7552740000000002
2011,CL_AREA.KG11,1.761641
2012,CL_AREA.KG11,1.7988119999999999
2013,CL_AREA.KG11,1.7537740000000002
2014,CL_AREA.KG11,1.74105
2015,CL_AREA.KG11,1.736014
2016,CL_AREA.KG11,1.742989
2017,CL_AREA.KG11,1.7667380000000001
2018,CL_AREA.KG11,1.7700599999999997
2019,CL_AREA.KG11,1.8
2007,CL_AREA.KG21,0.49289499999999997
2008,CL_AREA.KG21,0.48253
2009,CL_AREA.KG21,0.46367600000000003
2010,CL_AREA.KG21,0.473654
2011,CL_AREA.KG21,0.470606
2012,CL_AREA.KG21,0.46085200000000004
2013,CL_AREA.KG21,0.454024
2014,CL_AREA.KG21,0.45231099999999996
2015,CL_AREA.KG21,0.452797
2016,CL_AREA.KG21,0.445767
2017,CL_AREA.KG21,0.44659099999999996
2018,CL_AREA.KG21,0.455388
2019,CL_AREA.KG21,0.5
