Year,concept.REF_AREA,Value
2007,,131.547158
2008,,120.91338700000001
2009,,92.62833499999999
2010,,127.019995
2011,,103.48574599999999
2012,,104.494474
2013,,101.769602
2014,,113.85708100000001
2015,,95.794976
2016,,94.980194
2017,,102.713332
2018,,97.39431400000001
2019,,105.744831
2007,CL_AREA.KG05,129.740223
2008,CL_AREA.KG05,122.152556
2009,CL_AREA.KG05,98.079552
2010,CL_AREA.KG05,134.872599
2011,CL_AREA.KG05,108.14326100000001
2012,CL_AREA.KG05,104.669453
2013,CL_AREA.KG05,103.067841
2014,CL_AREA.KG05,113.826871
2015,CL_AREA.KG05,92.841081
2016,CL_AREA.KG05,95.51629100000001
2017,CL_AREA.KG05,104.58757800000001
2018,CL_AREA.KG05,94.575897
2019,CL_AREA.KG05,110.41258700000002
2007,CL_AREA.KG03,131.47464399999998
2008,CL_AREA.KG03,133.10877299999999
2009,CL_AREA.KG03,94.285732
2010,CL_AREA.KG03,133.48734
2011,CL_AREA.KG03,105.19525
2012,CL_AREA.KG03,104.995426
2013,CL_AREA.KG03,103.702848
2014,CL_AREA.KG03,118.26874299999999
2015,CL_AREA.KG03,94.347779
2016,CL_AREA.KG03,95.233819
2017,CL_AREA.KG03,103.296213
2018,CL_AREA.KG03,99.437848
2019,CL_AREA.KG03,106.89746299999999
2007,CL_AREA.KG02,136.022851
2008,CL_AREA.KG02,116.499725
2009,CL_AREA.KG02,90.4746
2010,CL_AREA.KG02,126.103007
2011,CL_AREA.KG02,99.413814
2012,CL_AREA.KG02,105.48776699999999
2013,CL_AREA.KG02,96.74539
2014,CL_AREA.KG02,119.67450600000001
2015,CL_AREA.KG02,92.938571
2016,CL_AREA.KG02,97.869284
2017,CL_AREA.KG02,103.31896400000001
2018,CL_AREA.KG02,97.32844300000001
2019,CL_AREA.KG02,106.65979499999999
2007,CL_AREA.KG04,129.698247
2008,CL_AREA.KG04,110.814902
2009,CL_AREA.KG04,92.921575
2010,CL_AREA.KG04,133.150078
2011,CL_AREA.KG04,103.23252099999999
2012,CL_AREA.KG04,107.926877
2013,CL_AREA.KG04,98.290589
2014,CL_AREA.KG04,114.56396699999999
2015,CL_AREA.KG04,98.213637
2016,CL_AREA.KG04,94.459452
2017,CL_AREA.KG04,100.774043
2018,CL_AREA.KG04,101.66005899999999
2019,CL_AREA.KG04,106.016926
2007,CL_AREA.KG06,130.503251
2008,CL_AREA.KG06,132.389129
2009,CL_AREA.KG06,91.207604
2010,CL_AREA.KG06,133.714976
2011,CL_AREA.KG06,103.635522
2012,CL_AREA.KG06,106.985188
2013,CL_AREA.KG06,104.5544
2014,CL_AREA.KG06,118.553298
2015,CL_AREA.KG06,93.99969200000001
2016,CL_AREA.KG06,94.914537
2017,CL_AREA.KG06,109.47206000000001
2018,CL_AREA.KG06,96.10460400000001
2019,CL_AREA.KG06,107.312397
2007,CL_AREA.KG07,131.55943100000002
2008,CL_AREA.KG07,117.52001200000001
2009,CL_AREA.KG07,90.950636
2010,CL_AREA.KG07,123.02484799999999
2011,CL_AREA.KG07,105.79316200000001
2012,CL_AREA.KG07,102.033354
2013,CL_AREA.KG07,100.612627
2014,CL_AREA.KG07,116.089417
2015,CL_AREA.KG07,93.146935
2016,CL_AREA.KG07,92.497165
2017,CL_AREA.KG07,104.166923
2018,CL_AREA.KG07,96.802565
2019,CL_AREA.KG07,106.17205700000001
2007,CL_AREA.KG08,130.314372
2008,CL_AREA.KG08,123.41141499999999
2009,CL_AREA.KG08,94.365695
2010,CL_AREA.KG08,128.672851
2011,CL_AREA.KG08,102.493938
2012,CL_AREA.KG08,103.92528
2013,CL_AREA.KG08,102.312574
2014,CL_AREA.KG08,114.643974
2015,CL_AREA.KG08,95.710818
2016,CL_AREA.KG08,95.89276
2017,CL_AREA.KG08,102.559508
2018,CL_AREA.KG08,96.30220899999999
2019,CL_AREA.KG08,105.8531
2007,CL_AREA.KG11,131.95040600000002
2008,CL_AREA.KG11,117.83136999999999
2009,CL_AREA.KG11,92.34083299999999
2010,CL_AREA.KG11,123.72248200000001
2011,CL_AREA.KG11,103.406938
2012,CL_AREA.KG11,103.832086
2013,CL_AREA.KG11,101.221964
2014,CL_AREA.KG11,110.99758200000001
2015,CL_AREA.KG11,97.00121
2016,CL_AREA.KG11,94.519576
2017,CL_AREA.KG11,101.578366
2018,CL_AREA.KG11,97.34654599999999
2019,CL_AREA.KG11,105.61571
2007,CL_AREA.KG21,130.503251
2008,CL_AREA.KG21,132.389129
2009,CL_AREA.KG21,91.207604
2010,CL_AREA.KG21,133.714976
2011,CL_AREA.KG21,103.635522
2012,CL_AREA.KG21,106.985188
2013,CL_AREA.KG21,104.5544
2014,CL_AREA.KG21,118.553298
2015,CL_AREA.KG21,93.99969200000001
2016,CL_AREA.KG21,94.914537
2017,CL_AREA.KG21,103.95699
2018,CL_AREA.KG21,98.011361
2019,CL_AREA.KG21,102.470488
