Year,SERIES,Value
2018,_L_KG_020401_1A,36.365133
2019,_L_KG_020401_1A,35.390811
2020,_L_KG_020401_1A,35.943119
2021,_L_KG_020401_1A,35.565161
2022,_L_KG_020401_1A,36.8
2023,_L_KG_020401_1A,35.5
2024,_L_KG_020401_1A,40.2
2018,_L_KG_020401_1B,2.452877
2019,_L_KG_020401_1B,2.523219
2020,_L_KG_020401_1B,2.198431
2021,_L_KG_020401_1B,2.471049
2022,_L_KG_020401_1B,2.7
2023,_L_KG_020401_1B,2.5
2024,_L_KG_020401_1B,2.7
