Year,Value
2000,0.163812064
2001,0.297284121
2002,1.886670737
2003,3.664798619
2004,8.096524523
2005,12.73247312
2006,16.69173342
2007,18.51391468
2008,23.7992695
2009,20.93712476
2010,26.41009388
2011,27.56951508
2012,30.75443255
2013,31.05640923
2014,30.03209073
2015,25.2718946
2016,29.27609033
2017,32.27051727
2018,32.50556873
2019,28.78590499
2020,31.80698267
2021,32.56353561
2022,26.57756064
2023,20.3751488
