Year,SERIES,Value
2018,_L_KG_020401_1A,364.0
2019,_L_KG_020401_1A,354.0
2020,_L_KG_020401_1A,359.0
2021,_L_KG_020401_1A,356.0
2022,_L_KG_020401_1A,368.0
2023,_L_KG_020401_1A,355.0
2024,_L_KG_020401_1A,40.2
2018,_L_KG_020401_1B,25.0
2019,_L_KG_020401_1B,25.0
2020,_L_KG_020401_1B,22.0
2021,_L_KG_020401_1B,25.0
2022,_L_KG_020401_1B,27.0
2023,_L_KG_020401_1B,25.0
2024,_L_KG_020401_1B,27.0
