Year,Value,SERIES
2015,10275.0,EN_ATM_CO2
2016,8840.5,EN_ATM_CO2
2017,9449.1,EN_ATM_CO2
2015,2.4,EN_ATM_CO2GDP
2016,1.9,EN_ATM_CO2GDP
2017,1.8,EN_ATM_CO2GDP
2015,1.6,EN_ATM_CO2MVA
2016,1.3,EN_ATM_CO2MVA
2017,1.4,EN_ATM_CO2MVA
