Year,Value,SERIES
2018,36.4,_L_KG_020401_1A
2019,35.4,_L_KG_020401_1A
2020,35.9,_L_KG_020401_1A
2021,35.6,_L_KG_020401_1A
2022,36.8,_L_KG_020401_1A
2018,2.5,_L_KG_020401_1B
2019,2.5,_L_KG_020401_1B
2020,2.2,_L_KG_020401_1B
2021,2.5,_L_KG_020401_1B
2022,2.7,_L_KG_020401_1B
