Year,Территория,GeoCode,Value
2015,,,10.810627
2016,,,16.102629
2017,,,20.2
2018,,,12.4
2019,,,14.11
2020,,,12.3
2021,,,24.4
2015,Баткенская область,KG05,34.216964
2016,Баткенская область,KG05,51.97171
2017,Баткенская область,KG05,50.7
2018,Баткенская область,KG05,44.9
2019,Баткенская область,KG05,37.38
2020,Баткенская область,KG05,40.3
2021,Баткенская область,KG05,45.7
2015,Джалал-Абадская область,KG03,30.828434
2016,Джалал-Абадская область,KG03,35.669135
2017,Джалал-Абадская область,KG03,31.6
2018,Джалал-Абадская область,KG03,28.9
2019,Джалал-Абадская область,KG03,40.55
2020,Джалал-Абадская область,KG03,36.2
2021,Джалал-Абадская область,KG03,38.0
2015,Иссык-Кульская область,KG02,-8.771443
2016,Иссык-Кульская область,KG02,19.590714
2017,Иссык-Кульская область,KG02,25.6
2018,Иссык-Кульская область,KG02,16.6
2019,Иссык-Кульская область,KG02,45.71
2020,Иссык-Кульская область,KG02,44.3
2021,Иссык-Кульская область,KG02,51.3
2015,Нарынская область,KG04,-5.438854
2016,Нарынская область,KG04,-3.700551
2017,Нарынская область,KG04,16.3
2018,Нарынская область,KG04,5.4
2019,Нарынская область,KG04,24.57
2020,Нарынская область,KG04,36.0
2021,Нарынская область,KG04,51.5
2015,Ошская область,KG06,18.022223
2016,Ошская область,KG06,0.07913
2017,Ошская область,KG06,16.9
2018,Ошская область,KG06,5.4
2019,Ошская область,KG06,12.6
2020,Ошская область,KG06,2.7
2021,Ошская область,KG06,13.0
2015,Таласская область,KG07,16.930727
2016,Таласская область,KG07,15.126177
2017,Таласская область,KG07,17.2
2018,Таласская область,KG07,24.8
2019,Таласская область,KG07,29.45
2020,Таласская область,KG07,32.9
2021,Таласская область,KG07,36.4
2015,Чуйская область,KG08,25.703179
2016,Чуйская область,KG08,26.618611
2017,Чуйская область,KG08,28.8
2018,Чуйская область,KG08,16.2
2019,Чуйская область,KG08,17.36
2020,Чуйская область,KG08,11.3
2021,Чуйская область,KG08,27.0
2015,г. Бишкек,KG11,-9.015999
2016,г. Бишкек,KG11,-11.403693
2017,г. Бишкек,KG11,-3.4
2018,г. Бишкек,KG11,-12.8
2019,г. Бишкек,KG11,-17.99
2020,г. Бишкек,KG11,-18.2
2021,г. Бишкек,KG11,2.7
2015,г. Ош,KG21,10.609517
2016,г. Ош,KG21,25.440447
2017,г. Ош,KG21,37.2
2018,г. Ош,KG21,39.6
2019,г. Ош,KG21,22.75
2020,г. Ош,KG21,33.0
2021,г. Ош,KG21,40.4
